,userID,date,Hour,Minute,wpkg,grade
412,U1000010,2022-11-19,7,1,0.20794500000000002,-1.5665
413,U1000000,2022-11-19,7,2,2.5995833333333334,-0.8465
414,U1000003,2022-11-19,7,2,2.5934133333333342,-1.2171666666666672
415,U1000004,2022-11-19,7,2,2.680403333333334,-1.2555
416,U1000010,2022-11-19,7,2,1.996901666666667,0.36916666666666664
417,U1000000,2022-11-19,7,3,3.444791666666667,1.506333333333334
418,U1000003,2022-11-19,7,3,6.503910000000002,-0.12316666666666679
419,U1000004,2022-11-19,7,3,5.671176666666666,0.08066666666666661
420,U1000010,2022-11-19,7,3,2.232556666666666,0.006500000000000313
421,U1000000,2022-11-19,7,4,1.9054054054054055,0.8870270270270267
422,U1000003,2022-11-19,7,4,1.4938300000000002,-1.1901666666666664
423,U1000004,2022-11-19,7,4,3.61576,-1.5640000000000003
424,U1000010,2022-11-19,7,4,0.6321716666666665,-1.5801666666666665
425,U1000010,2022-11-19,7,5,0.03139000000000001,-1.917
426,U1000003,2022-11-19,7,6,2.2244654545454545,0.0047272727272727275
427,U1000004,2022-11-19,7,6,2.5646400000000007,0.39
428,U1000010,2022-11-19,7,6,1.9231259259259261,0.4912962962962963
429,U1000003,2022-11-19,7,7,2.2191316666666663,0.7895
430,U1000004,2022-11-19,7,7,1.8058583333333331,0.5706666666666667
431,U1000010,2022-11-19,7,7,1.7279066666666665,0.9986666666666667
432,U1000000,2022-11-19,7,8,2.4213235294117643,-0.13235294117647056
433,U1000003,2022-11-19,7,8,1.9327116666666662,0.5566666666666666
434,U1000004,2022-11-19,7,8,2.1335566666666668,0.6453333333333333
435,U1000010,2022-11-19,7,8,1.4823616666666666,0.564
436,U1000000,2022-11-19,7,9,1.6887500000000009,-1.42
437,U1000003,2022-11-19,7,9,2.0226316666666677,1.0206666666666668
438,U1000004,2022-11-19,7,9,2.092111666666667,1.0108333333333337
439,U1000010,2022-11-19,7,9,1.4930183333333336,1.2028333333333334
440,U1000000,2022-11-19,7,10,3.23375,1.2123333333333337
441,U1000003,2022-11-19,7,10,0.0,1.7923076923076922
442,U1000004,2022-11-19,7,10,0.01892,0.5048333333333332
443,U1000010,2022-11-19,7,10,0.19027272727272726,1.9036363636363636
444,U1000000,2022-11-19,7,11,2.2008333333333336,-0.2954999999999998
445,U1000003,2022-11-19,7,11,2.1882000000000006,0.9993333333333333
446,U1000004,2022-11-19,7,11,1.5954983333333337,0.8248333333333333
447,U1000010,2022-11-19,7,11,1.471689130434783,0.1341304347826087
448,U1000000,2022-11-19,7,12,2.6714583333333333,0.5066666666666666
449,U1000003,2022-11-19,7,12,1.0205766666666667,-1.0705000000000002
450,U1000004,2022-11-19,7,12,1.229953333333333,-0.9448333333333331
451,U1000010,2022-11-19,7,12,0.6498016666666669,-0.3576666666666664
452,U1000000,2022-11-19,7,13,3.2279166666666668,1.1248333333333336
453,U1000003,2022-11-19,7,13,1.9425950000000003,-0.41383333333333344
454,U1000004,2022-11-19,7,13,2.3047333333333326,-0.25850000000000034
455,U1000010,2022-11-19,7,13,1.6346916666666664,-0.4118333333333332
456,U1000000,2022-11-19,7,14,1.6927083333333335,-0.8616666666666666
457,U1000003,2022-11-19,7,14,2.402053333333334,0.9486666666666664
458,U1000004,2022-11-19,7,14,2.6326599999999996,1.0583333333333336
459,U1000010,2022-11-19,7,14,1.8680299999999996,1.0563333333333331
460,U1000000,2022-11-19,7,15,2.5993749999999993,0.31400000000000006
461,U1000003,2022-11-19,7,15,2.0399166666666666,0.6411666666666667
462,U1000004,2022-11-19,7,15,2.4011266666666673,0.7286666666666665
463,U1000010,2022-11-19,7,15,1.4503833333333331,0.09566666666666662
464,U1000000,2022-11-19,7,16,2.3695833333333334,-0.7709999999999998
465,U1000003,2022-11-19,7,16,5.091566666666665,4.792166666666666
466,U1000004,2022-11-19,7,16,3.940315000000002,6.692666666666669
467,U1000010,2022-11-19,7,16,3.4213216666666675,7.231
468,U1000000,2022-11-19,7,17,3.0906249999999997,-0.10400000000000001
469,U1000003,2022-11-19,7,17,1.4216016666666675,-2.090666666666667
470,U1000004,2022-11-19,7,17,1.60428,-0.8546666666666667
471,U1000010,2022-11-19,7,17,1.0563999999999996,0.35349999999999976
472,U1000000,2022-11-19,7,18,2.1077083333333326,-0.30483333333333335
473,U1000003,2022-11-19,7,18,2.323043333333333,-0.0986666666666669
474,U1000004,2022-11-19,7,18,2.4894183333333335,-2.408666666666667
475,U1000010,2022-11-19,7,18,0.3893433333333333,-2.3721666666666676
476,U1000000,2022-11-19,7,19,1.4010416666666665,-0.0011666666666666676
477,U1000003,2022-11-19,7,19,1.1745249999999996,0.3995454545454545
478,U1000004,2022-11-19,7,19,3.0162166666666663,0.9116666666666666
479,U1000010,2022-11-19,7,19,1.7846816666666667,0.4473333333333333
480,U1000004,2022-11-19,7,20,0.32410000000000005,0.11383333333333333
481,U1000010,2022-11-19,7,20,0.10747837837837843,0.03459459459459459
482,U1000000,2022-11-19,7,21,4.042916666666668,0.1559999999999999
483,U1000003,2022-11-19,7,34,2.511933333333333,-0.01866666666666667
484,U1000003,2022-11-19,7,36,2.8971216666666666,-0.3931666666666666
485,U1000004,2022-11-19,7,36,1.4626049999999995,-0.24483333333333332
486,U1000003,2022-11-19,7,37,2.533963333333333,-0.16616666666666666
487,U1000004,2022-11-19,7,37,1.6763500000000002,-0.3053333333333333
488,U1000004,2022-11-19,7,38,2.2927933333333335,-0.09416666666666666
489,U1000003,2022-11-19,7,39,2.7683116666666665,-0.11166666666666668
490,U1000003,2022-11-19,7,40,3.010708333333334,-0.09783333333333324
491,U1000004,2022-11-19,7,40,1.8299550000000002,-0.23083333333333333
492,U1000003,2022-11-19,7,41,1.5512316666666668,-0.19233333333333333
493,U1000004,2022-11-19,7,41,1.5369433333333336,-0.478
494,U1000003,2022-11-19,7,42,1.6290199999999995,-0.08533333333333334
495,U1000004,2022-11-19,7,42,1.585358333333333,-0.08666666666666666
496,U1000003,2022-11-19,7,43,2.574898333333334,0.03550000000000001
497,U1000004,2022-11-19,7,43,2.297748333333333,-0.02283333333333331
498,U1000000,2022-11-19,7,44,3.158749999999999,-0.17966666666666672
499,U1000003,2022-11-19,7,44,1.4168700000000003,1.4544999999999997
500,U1000004,2022-11-19,7,44,1.5171216666666665,1.3673333333333333
501,U1000000,2022-11-19,7,45,2.0585416666666667,-0.2276666666666666
502,U1000003,2022-11-19,7,45,0.0987714285714286,1.992857142857143
503,U1000004,2022-11-19,7,45,0.14076666666666668,0.5333333333333334
504,U1000000,2022-11-19,7,46,4.498958333333334,3.0545000000000004
505,U1000000,2022-11-19,7,47,5.128958333333336,6.978833333333334
506,U1000003,2022-11-19,7,47,2.6495850000000005,0.3956666666666666
507,U1000004,2022-11-19,7,47,2.588516666666667,0.3891666666666666
508,U1000000,2022-11-19,7,48,3.3854166666666665,1.2109999999999996
