,userID,date_AEST,distance,enhanced_avg_speed,avg_power,avg_wpkg,avg_heart_rate,avg_max_heart_rate_perct,enhanced_duration,weekend,day_of_week,hour,day_cat
170,U1000010,2021-03-04,38.29,26.29,154.54,1.8,128.45,0.76,01:27:24,False,5,5,MORNING
171,U1000010,2021-03-11,27.74,25.82,156.01,1.81,125.27,0.74,01:04:28,False,5,5,MORNING
172,U1000010,2021-03-18,38.33,26.27,146.63,1.7,126.27,0.74,01:27:33,False,5,5,MORNING
173,U1000010,2021-05-20,38.2,27.72,180.56,2.1,147.37,0.87,01:22:41,False,5,5,MORNING
174,U1000010,2021-07-01,33.11,25.89,164.59,1.91,138.73,0.82,01:16:44,False,5,5,MORNING
175,U1000010,2021-07-29,35.3,25.68,161.08,1.87,138.77,0.82,01:22:29,False,5,5,MORNING
176,U1000010,2021-09-23,36.38,25.25,178.32,2.07,137.03,0.81,01:26:27,False,5,5,MORNING
177,U1000010,2021-12-16,19.25,23.92,143.69,1.67,124.53,0.73,00:48:18,False,5,5,MORNING
178,U1000010,2021-12-23,33.3,26.03,168.66,1.96,119.97,0.71,01:16:46,False,5,5,MORNING
179,U1000010,2022-01-20,26.59,25.88,174.82,2.03,124.16,0.73,01:01:39,False,5,5,MORNING
180,U1000010,2022-02-10,18.06,26.49,148.5,1.73,115.0,0.68,00:40:54,False,5,5,MORNING
181,U1000010,2022-03-24,18.98,24.88,131.87,1.53,114.9,0.68,00:45:46,False,5,5,MORNING
182,U1000010,2022-04-07,44.41,28.39,160.92,1.87,132.82,0.78,01:33:51,False,5,5,MORNING
183,U1000010,2022-10-20,27.02,25.24,165.25,1.92,126.28,0.74,01:04:13,False,5,5,MORNING
184,U1000010,2022-11-10,33.29,26.85,153.28,1.78,126.06,0.74,01:14:23,False,5,5,MORNING
185,U1000000,2021-03-19,57.66,31.18,210.99,2.64,157.13,0.83,01:50:57,False,6,5,MORNING
186,U1000000,2021-03-26,67.52,30.93,232.08,2.9,167.66,0.88,02:10:59,False,6,5,MORNING
187,U1000000,2021-10-08,67.98,30.7,219.6,2.74,170.24,0.9,02:12:52,False,6,5,MORNING
188,U1000004,2022-09-09,32.69,27.93,230.89,3.12,166.16,0.88,01:10:13,False,6,5,MORNING
189,U1000009,2021-12-24,46.45,30.13,242.85,2.06,140.69,0.77,01:32:30,False,6,5,MORNING
190,U1000009,2022-04-29,38.99,23.51,219.26,1.86,140.71,0.78,01:39:31,False,6,5,MORNING
191,U1000010,2021-03-19,46.06,29.65,165.03,1.92,129.83,0.76,01:33:13,False,6,5,MORNING
192,U1000010,2021-03-26,40.68,29.06,167.76,1.95,122.21,0.72,01:24:00,False,6,5,MORNING
193,U1000010,2021-10-22,27.03,23.64,122.11,1.42,112.34,0.66,01:08:36,False,6,5,MORNING
194,U1000010,2021-12-31,60.45,25.99,168.95,1.96,125.07,0.74,02:19:34,False,6,5,MORNING
195,U1000010,2022-01-21,23.93,25.09,142.01,1.65,105.26,0.62,00:57:14,False,6,5,MORNING
196,U1000010,2022-11-25,24.19,25.82,166.64,1.94,127.22,0.75,00:56:12,False,6,5,MORNING
197,U1000003,2022-09-03,58.24,29.54,254.16,3.14,165.3,0.87,01:58:17,True,7,5,MORNING
198,U1000003,2022-09-17,10.86,30.36,241.52,2.98,147.07,0.77,00:21:27,True,7,5,MORNING
199,U1000004,2022-01-22,28.62,28.62,202.96,2.74,128.17,0.68,01:00:00,True,7,5,MORNING
200,U1000004,2022-02-12,109.82,29.91,237.21,3.21,157.06,0.83,03:40:18,True,7,5,MORNING
201,U1000004,2022-02-26,82.11,28.88,246.64,3.33,162.2,0.86,02:50:35,True,7,5,MORNING
202,U1000004,2022-03-19,111.71,28.43,232.64,3.14,154.31,0.82,03:55:46,True,7,5,MORNING
